rank	no	word	ph	pos	def	freq	years	yearList	topForms
157		those	ðəʊz	adj. pron.	那些	147	13	2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	those:147
158		own	əʊn	adj. v.	自己的 v. 拥有,所有	146	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	own:134 owned:9 owns:3
159		move	muːv	v.	移动，搬动，搬家	143	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	move:59 moved:42 moving:35 moves:7
160		car	kɑː(r)	n.	汽车，小卧车	142	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	car:77 cars:46 caring:12 cares:5
161		kid	kɪd	n.	小孩	142	12	2008/2010/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	kids:128 kid:14
162		think	θiŋk	v.	想; 认为; 考虑	142	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	think:136 thinks:6
163		group	ɡruːp	n.	组，群；grow (grew, grown	141	13	2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	group:78 groups:59 grouped:2 grouping:2
164		person	ˈpɜːs(ə)n	n.	人	141	14	2008/2009/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	person:127 persons:14
165		young	jʌŋ	adj.	年轻的	140	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	young:124 younger:14 youngest:2
166		around	əˈraʊnd	adv. prep.	在周围；在附近prep. 在……周围；大约	139	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	around:139
167		water	ˈwɔːtə(r)	n. v.	水v. 浇水	138	14	2008/2009/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	water:133 waters:5
168		well	wel	adv. adj. int. n.	(better, best) ad. 好,令人满意地,完全地 a.好的,,健康的int. 表示惊讶同意或犹豫等,亦用于接话语;好吧,那么,哎呀 n. 井	137	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	well:135 wells:2
169		different	ˈdɪfrənt	adj.	不同的，有差异的	136	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	different:136
170		every	ˈevrɪ	adj.	每一，每个的	135	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	every:135
171		read	riːd	v.	读；朗读	135	13	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020	read:115 reader:16 reads:4
172		tour	tʊə(r)	n.	参观, 观光, 旅行	135	7	2010/2015/2016/2017/2018/2020/2022	tour:115 tours:12 touring:4 toured:4
173		great	ɡreɪt	adj. adv.	伟大的,重要的,好极了 ad. （口语）好极了，很好	133	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	great:113 greater:11 greatest:9
174		hour	ˈaʊə(r)	n.	小时	132	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	hours:83 hour:49
175		something	ˈsʌmθɪŋ	pron.	某事；某物	132	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2020/2021/2022	something:132
176		another	əˈnʌðə(r)	adj. pron.	再一；另一；别的；不同的 pron. 另一个	131	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	another:131
177		few	fjuː	pron.	不多；少数 不多的；少数的	130	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	few:93 fewer:37
178		high	haɪ	adj. adv.	高的;高度的 ad. 高地	129	13	2008/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	high:85 higher:28 highest:16
179		bring	briŋ	v.	拿来, 带来, 取来	128	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	bring:60 brought:38 brings:16 bringing:14
180		too	təˈnaɪt	adv.	也,还,又,太,过分,很,非常	128	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	too:128
181		little	'litl	adj.	小的, 少的	127	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	little:127
182		buy	baɪ	vt.	买	125	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	buy:57 buying:32 bought:29 buys:7
183		experience	ɪkˈspɪərɪəns	n.	经验；经历	124	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	experience:88 experiences:17 experienced:13 experiencing:6
184		turn	tɜːn	v. n.	旋转，翻转，转变，转弯 n. 轮流，（轮流的）顺序	124	13	2009/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	turn:62 turned:51 turns:9 turner:2
185		woman	'wumәn	n.	妇女, 女人, 女性	124	12	2008/2009/2010/2011/2012/2014/2015/2016/2017/2019/2020/2021	woman:74 women:50
186		house	haʊs	n.	房子；住宅	123	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	house:99 houses:24
187		open	ˈəʊpən	adj. vt.	开着的,开的 vt.开,打开	123	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021	open:83 opened:29 opens:11
188		plant	plɑːnt; (US) ˈplænt	vt. n.	种植，播种 n. 植物	123	9	2008/2010/2011/2014/2016/2017/2018/2019/2020	plants:72 plant:38 planted:12 planting:1
189		grow	grәu	v.	生长; 发育; 种植; 变成	122	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	growing:46 grew:29 grow:28 grown:14
190		set	set	n.	装备, 设备 设置（布景, 背景）	122	12	2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	set:116 sets:6
191		since	sɪns	adv. conj. prep.	从那时以来 conj. 从…以来，…以后，由于 prep. 从…以来	122	14	2008/2009/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	since:122
192		problem	ˈprɔbləm	n.	问题，难题	121	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	problem:69 problems:52
193		visit	ˈviːzə	n. vt.	参观，访问，拜访	121	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	visit:94 visiting:10 visits:9 visited:8
194		important	ɪmˈpɔːtənt	adj.	重要的	119	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	important:119
195		part	pɑːt	n. adj. v.	部分；成分；角色；部件；零件 a. 局部的；部分的 v. 分离；分开；分割	117	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	part:87 parts:28 parted:2
196		lose	lu:z	v.	失去, 丢失	116	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2019/2020/2021/2022	lost:69 lose:33 losing:13 loses:1
197		being	ˈbiːɪŋ	n.	物；生物；人	115	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	being:109 beings:6
198		eat	i:t	v.	吃	115	11	2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2022	eat:60 eating:35 eaten:10 eats:6
199		often	ˈɔf(ə)n; (US) ˈɔːfn	adv.	经常，常常	115	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	often:115
200		room	rʊm	n.	房间,室;空间;地方	115	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2020/2021/2022	room:93 rooms:22
201		special	ˈspeʃ(ə)l	adj.	特别的，专门的	115	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	special:113 specials:2
202		according to	əˈkɔːdɪŋ tʊ	adv.	按照，根据	114	0		according to:114
203		information	ɪnfəˈmeɪʃ(ə)n	n.	信息	114	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	information:113 informations:1
204		art	ɑːt	n.	艺术，美术；技艺	112	13	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2021/2022	art:82 arts:30
205		live	lɪv	vi. adj.	生活;居住;活着 a. 活的,活着的;实况,现场（直播）的	112	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	live:81 lived:31
206		same	seɪm	n.	同样的事a同样的,同一	112	13	2009/2010/2011/2012/2013/2014/2015/2017/2018/2019/2020/2021/2022	same:112
207		garden	ˈɡɑːd(ə)n	n.	花园，果园，菜园	111	10	2010/2011/2012/2014/2015/2016/2017/2018/2019/2020	garden:72 gardens:39
208		include	ɪnˈkluːd	vt.	包含，包括	111	12	2008/2009/2011/2012/2013/2014/2015/2016/2017/2018/2020/2022	including:43 include:30 includes:23 included:15
209		lot	lɔt	n.	许多，好些	110	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	lot:93 lots:17
210		seem	siːm	v.	似乎，好像	110	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	seem:49 seems:35 seemed:26
211		story	ˈstɔːrɪ	n.	故事，小说	110	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	story:55 stories:55
212		such	sʌtʃ	adv. pron. adj.	那么 pron. （泛指）人，事物 a.这样的，那样的	110	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	such:110
213		business	ˈbɪznɪs	n.	（本分）工作，职业；职责；生意，交易；事业；businessman (pl. businessmen	109	12	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2021	business:91 businesses:18
214		less	les	a. ad.	&；少于,小于（little的比较级）	109	14	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	less:109
215		science	ˈsaɪəns	n.	科学，自然科学	109	12	2008/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021	science:105 sciences:4
216		any	ˈenɪ	pron.	（无论）哪一个；哪些 任何的；（用于疑问句、否定句）一些；什么	108	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	any:108
217		away	əˈweɪ	adv.	离开；远离	108	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	away:108
218		travel	ˈtræv(ə)l	n. vi.	旅行	108	12	2008/2010/2011/2012/2014/2015/2016/2017/2018/2020/2021/2022	travel:71 traveling:15 traveled:11 travelled:5
219		Chinese	tʃaɪˈniːz	adj. n.	中国的；中国人的；中国话的，汉语的 n.中国人；中国话，汉语，中文	107	12	2009/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	chinese:107
220		early	ɜːlɪ	adj. adv.	早的 ad. 早地	107	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2021/2022	early:88 earlier:15 earliest:4
221		following	ˈfɔləʊwɪŋ	adj.	接着的；以下的	107	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	following:107
222		remember	rɪˈmembə(r)	v.	记得，想起	107	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	remember:84 remembered:17 remembering:5 remembers:1
223		however	haʊˈevə(r)	adv. conj.	可是 conj. 然而，可是，尽管如此	106	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	however:106
224		begin	bi'gin	v.	开始, 着手	105	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	began:56 begin:30 begun:11 begins:8
225		between	bɪˈtwiːn	prep.	在（两者）之间；在…中间	105	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	between:105
226		name	neɪm	n. vt.	名字,姓名,名称 vt. 命名,名叫	105	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	name:52 names:29 named:23 naming:1
227		off	ˈɔf; (US) ɔːf	prep.	离开,脱离,（走）开	105	14	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	off:105
228		plan	plæn	n. v.	计划，打算	105	12	2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	plan:43 planning:25 plans:15 planned:15
229		public	ˈpʌblɪk	adj. n.	公共,公众的 n. 公众	105	11	2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	public:105
230		American	əˈmerɪkən	adj. n.	美国的；美国人的n. 美国人	104	11	2008/2010/2011/2012/2014/2015/2016/2017/2019/2021/2022	american:74 americans:30
231		enjoy	ɪnˈdʒɔɪ	vt.	欣赏；享受乐趣；喜欢	104	13	2008/2009/2010/2011/2012/2013/2016/2017/2018/2019/2020/2021/2022	enjoy:71 enjoyed:24 enjoying:6 enjoys:3
232		might	maɪt	v. aux.	(may的过去式，助动词) 可能，也许，或许	104	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	might:104
233		man	mæn	n.	男人; 人类	103	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	man:70 men:33
234		three	θriː	num.	三	103	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	three:103
235		used	juːzd	adj.	用过的;旧的;二手的	103	14	2008/2009/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	used:103
236		age	eɪdʒ	n.	年龄；时代	102	11	2010/2011/2012/2014/2016/2017/2018/2019/2020/2021/2022	age:64 ages:22 aged:14 aging:2
237		country	ˈkʌntrɪ	n.	国家；农村，乡下	102	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	country:59 countries:43
238		train	treɪn	n. v.	火车 v. 培训,训练	102	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	train:67 trains:22 trained:13
239		walk	wɔːk	n. v.	步行；散步	102	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	walk:43 walking:42 walked:12 walks:3
240		always	ˈɔːlweɪz	adv.	总是；一直；永远	101	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	always:101
241		test	test	vt. n.	测试, 考查，试验	101	13	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	test:55 tests:23 tested:18 testing:5
242		thought	θɔːt	n.	思考,思想;念头	101	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2019/2020/2021/2022	thought:85 thoughts:16
243		idea	aɪˈdɪə	n.	主意,意见,打算,想法	100	14	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	idea:71 ideas:29
244		love	lʌv	n. vt.	爱；热爱;很喜欢	100	13	2008/2009/2010/2011/2013/2015/2016/2017/2018/2019/2020/2021/2022	love:67 loved:26 loves:7
245		next	nekst	adj. adv. n.	最近的，紧挨着的，隔壁的；下一次 ad. 随后，然后，下一步 n. 下一个人（东西	100	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	next:100
246		provide	prəˈvaɪd	vt.	提供	100	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	provides:28 provide:28 provided:28 providing:16
247		hold	hәuld	v.	拿; 抱; 握住; 举行; 进行	99	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	held:46 hold:33 holding:14 holds:6
248		job	dʒɔb	n.	（一份）工作	98	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	job:63 jobs:35
249		mother	ˈmʌðə(r)	n.	母亲	98	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	mother:86 mothers:12
250		reading	ʃɜːt	n.	阅读；朗读	98	10	2008/2010/2011/2012/2013/2014/2016/2018/2019/2020	reading:98
251		report	rɪˈpɔːt	n. v.	报道，报告	98	13	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	report:52 reported:25 reports:21
252		animal	ˈænɪm(ə)l	n.	动物	97	14	2008/2009/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	animals:63 animal:34
253		mean	mi:n	adj.	意思是; 打算	97	13	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	mean:72 meant:25
254		music	ˈmjuːzɪk	n.	音乐，乐曲	97	11	2010/2011/2012/2013/2014/2015/2016/2017/2018/2021/2022	music:97
255		write	raɪt	v.	(wrote, written) v. 写，书写；写作，著述	97	13	2008/2009/2010/2011/2013/2014/2016/2017/2018/2019/2020/2021/2022	write:56 written:24 wrote:17
256		never	ˈnevə(r)	adv.	决不，从来没有	96	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	never:96
257		really	ˈrɪəlɪ	adv.	真正地；到底；确实	96	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	really:96
258		company	ˈkʌmpənɪ	n.	公司	95	12	2008/2010/2011/2013/2014/2015/2016/2017/2019/2020/2021/2022	company:56 companies:39
259		probably	ˈprɔbəb(ə)lɪ	adv.	很可能，大概	95	13	2008/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	probably:95
260		drive	draiv		驾驶, 开（车）; 驱赶	94	11	2008/2010/2011/2012/2013/2014/2017/2018/2019/2020/2022	driving:37 drive:27 drove:16 driven:12
261		money	ˈmʌnɪ	n.	钱；货币	94	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	money:94
262		pay	peɪ	v. n.	(paid, paid) v. 付钱，给…报酬 n. 工资；P.E.(缩) =physical education	94	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	pay:54 paid:19 paying:18 pays:3
263		during	ˈdjʊərɪŋ; (US) ˈdʊərɪŋ	prep.	在…期间；在…过程中	93	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	during:93
264		share	ʃeə(r)	vt.	分享，共同使用	93	11	2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	share:42 sharing:24 shared:20 shares:7
265		enough	ɪˈnʌf	n. adj. adv.	足够；充足 a. 足够；充分的 ad. 足够地；充分地	92	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	enough:92
266		fall	fɔːl	n.	（美）秋季	91	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	fall:46 fell:17 falling:14 falls:8
267		university	juːnɪˈvɜːsɪtɪ	n.	大学	91	10	2010/2011/2013/2014/2015/2016/2017/2018/2020/2022	university:77 universities:14
268		fly	ˈfluːənt	n.	飞行；苍蝇；fly (flew, flown	90	10	2010/2011/2012/2013/2014/2015/2016/2017/2020/2022	flying:46 fly:26 flew:10 flies:8
269		right	raɪt	n. adj. adv.	权利 a.对,正确的 ad. 正确地,恰恰,完全地 a. 右,右边的	89	14	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	right:89
270		stay	steɪ	n. vi.	停留，逗留，呆	89	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	stay:57 staying:20 stayed:12
271		end	end	n. v.	末尾；终点；结束 v. 结束，终止	88	14	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	end:60 ended:15 ends:13
272		minute	ˈmɪnɪt	n.	分钟;一会儿，瞬间	88	12	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2021	minutes:78 minute:10
273		speak	spi:k	v.	说, 讲; 谈话; 发言	88	13	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	speaking:40 speak:37 spoke:7 speaks:4
274		easy	ˈiːzɪ	adj.	容易的，不费力的	87	13	2008/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	easy:75 easier:8 easiest:4
275		research	rɪˈsɜːtʃ	n.	研究，调查	87	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	research:72 researcher:13 researched:2
276		spend	spend	v.	花费（钱、时间）；度过	87	14	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	spend:46 spent:22 spending:15 spends:4
277		building	ˈbɪldɪŋ	n.	建筑物；房屋；大楼	86	14	2008/2009/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	building:58 buildings:28
278		drink	drɪŋk	n.	饮料；喝酒 ；drink(drank,drunk	86	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	drinks:49 drink:24 drinking:12 drank:1
279		left	left	adj. adv. n.	左边的 ad.向左 n.左,左边	86	13	2008/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	left:86
280		big	bɪɡ	adj.	大的	84	12	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2021	big:84
281		service	ˈsɜːvɪs	n.	服务	84	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2022	services:47 service:37
282		someone	ˈsʌmwʌn	pron.	某一个人	84	14	2008/2009/2010/2011/2012/2013/2014/2015/2017/2018/2019/2020/2021/2022	someone:84
283		stop	stɔp	n. v.	停；（停车）站 v. 停，停止，阻止	84	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021	stop:56 stopped:20 stops:7 stopping:1
284		today	təʊst	adv. n.	今天;现在,当前	84	14	2008/2009/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	today:84
285		China	ˈtʃaɪnə	n.	* n. 中国	83	13	2009/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	china:83
286		develop	dɪˈveləp	v. vt.	（使）发展；（使）发达；（使）发育；开发 vt. 冲洗（照片	83	13	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021	develop:44 developed:19 developing:17 develops:3
287		living	ˈlɪvɪŋ	adj. n.	活着的 n. 生计	83	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	living:83
288		meet	mi:t	v.	遇见, 见到 会; 集会	83	13	2009/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	meet:46 met:33 meets:4
