rank	no	word	ph	pos	def	freq	years	yearList	topForms
152	2110	open	ˈəʊpən	adj. vt.	开着的,开的 vt.开,打开	123	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021	open:83 opened:29 opens:11
153	2278	plant	plɑːnt; (US) ˈplænt	vt. n.	种植，播种 n. 植物	123	9	2008/2010/2011/2014/2016/2017/2018/2019/2020	plants:72 plant:38 planted:12 planting:1
154	2793	since	sɪns	adv. conj. prep.	从那时以来 conj. 从…以来，…以后，由于 prep. 从…以来	122	14	2008/2009/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	since:122
155	2386	problem	ˈprɔbləm	n.	问题，难题	121	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	problem:69 problems:52
156	3380	visit	ˈviːzə	n. vt.	参观，访问，拜访	121	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	visit:94 visiting:10 visits:9 visited:8
157	1620	important	ɪmˈpɔːtənt	adj.	重要的	119	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	important:119
158	2193	part	pɑːt	n. adj. v.	部分；成分；角色；部件；零件 a. 局部的；部分的 v. 分离；分开；分割	117	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	part:87 parts:28 parted:2
159	381	being	ˈbiːɪŋ	n.	物；生物；人	115	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	being:109 beings:6
160	2096	often	ˈɔf(ə)n; (US) ˈɔːfn	adv.	经常，常常	115	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	often:115
161	2604	room	rʊm	n.	房间,室;空间;地方	115	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2020/2021/2022	room:93 rooms:22
162	2898	special	ˈspeʃ(ə)l	adj.	特别的，专门的	115	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	special:113 specials:2
163	31	according to	əˈkɔːdɪŋ tʊ	adv.	按照，根据	114	0		according to:114
164	1641	information	ɪnfəˈmeɪʃ(ə)n	n.	信息	114	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	information:113 informations:1
165	237	art	ɑːt	n.	艺术，美术；技艺	112	13	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2021/2022	art:82 arts:30
166	1820	live	lɪv	vi. adj.	生活;居住;活着 a. 活的,活着的;实况,现场（直播）的	112	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	live:81 lived:31
167	2646	same	seɪm	n.	同样的事a同样的,同一	112	13	2009/2010/2011/2012/2013/2014/2015/2017/2018/2019/2020/2021/2022	same:112
168	1390	garden	ˈɡɑːd(ə)n	n.	花园，果园，菜园	111	10	2010/2011/2012/2014/2015/2016/2017/2018/2019/2020	garden:72 gardens:39
169	1628	include	ɪnˈkluːd	vt.	包含，包括	111	12	2008/2009/2011/2012/2013/2014/2015/2016/2017/2018/2020/2022	including:43 include:30 includes:23 included:15
170	1835	lot	lɔt	n.	许多，好些	110	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	lot:93 lots:17
171	2702	seem	siːm	v.	似乎，好像	110	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	seem:49 seems:35 seemed:26
172	2966	story	ˈstɔːrɪ	n.	故事，小说	110	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	story:55 stories:55
173	3001	such	sʌtʃ	adv. pron. adj.	那么 pron. （泛指）人，事物 a.这样的，那样的	110	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	such:110
174	522	business	ˈbɪznɪs	n.	（本分）工作，职业；职责；生意，交易；事业；businessman (pl. businessmen	109	12	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2021	business:91 businesses:18
175	2671	science	ˈsaɪəns	n.	科学，自然科学	109	12	2008/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021	science:105 sciences:4
176	183	any	ˈenɪ	pron.	（无论）哪一个；哪些 任何的；（用于疑问句、否定句）一些；什么	108	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	any:108
177	298	away	əˈweɪ	adv.	离开；远离	108	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	away:108
178	3236	travel	ˈtræv(ə)l	n. vi.	旅行	108	12	2008/2010/2011/2012/2014/2015/2016/2017/2018/2020/2021/2022	travel:71 traveling:15 traveled:11 travelled:5
179	644	Chinese	tʃaɪˈniːz	adj. n.	中国的；中国人的；中国话的，汉语的 n.中国人；中国话，汉语，中文	107	12	2009/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	chinese:107
180	1063	early	ɜːlɪ	adj. adv.	早的 ad. 早地	107	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2021/2022	early:88 earlier:15 earliest:4
181	1308	following	ˈfɔləʊwɪŋ	adj.	接着的；以下的	107	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	following:107
182	2538	remember	rɪˈmembə(r)	v.	记得，想起	107	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	remember:84 remembered:17 remembering:5 remembers:1
183	1586	however	haʊˈevə(r)	adv. conj.	可是 conj. 然而，可是，尽管如此	106	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	however:106
184	398	between	bɪˈtwiːn	prep.	在（两者）之间；在…中间	105	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	between:105
185	2002	name	neɪm	n. vt.	名字,姓名,名称 vt. 命名,名叫	105	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	name:52 names:29 named:23 naming:1
186	2089	off	ˈɔf; (US) ɔːf	prep.	离开,脱离,（走）开	105	14	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	off:105
187	2275	plan	plæn	n. v.	计划，打算	105	12	2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	plan:43 planning:25 plans:15 planned:15
188	2412	public	ˈpʌblɪk	adj. n.	公共,公众的 n. 公众	105	11	2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	public:105
189	152	American	əˈmerɪkən	adj. n.	美国的；美国人的n. 美国人	104	11	2008/2010/2011/2012/2014/2015/2016/2017/2019/2021/2022	american:74 americans:30
190	1118	enjoy	ɪnˈdʒɔɪ	vt.	欣赏；享受乐趣；喜欢	104	13	2008/2009/2010/2011/2012/2013/2016/2017/2018/2019/2020/2021/2022	enjoy:71 enjoyed:24 enjoying:6 enjoys:3
191	1928	might	maɪt	v. aux.	(may的过去式，助动词) 可能，也许，或许	104	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	might:104
192	3157	three	θriː	num.	三	103	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	three:103
193	3335	used	juːzd	adj.	用过的;旧的;二手的	103	14	2008/2009/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	used:103
194	95	age	eɪdʒ	n.	年龄；时代	102	11	2010/2011/2012/2014/2016/2017/2018/2019/2020/2021/2022	age:64 ages:22 aged:14 aging:2
195	829	country	ˈkʌntrɪ	n.	国家；农村，乡下	102	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	country:59 countries:43
196	3225	train	treɪn	n. v.	火车 v. 培训,训练	102	13	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	train:67 trains:22 trained:13
197	3399	walk	wɔːk	n. v.	步行；散步	102	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	walk:43 walking:42 walked:12 walks:3
198	143	always	ˈɔːlweɪz	adv.	总是；一直；永远	101	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	always:101
199	3119	test	test	vt. n.	测试, 考查，试验	101	13	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	test:55 tests:23 tested:18 testing:5
200	3154	thought	θɔːt	n.	思考,思想;念头	101	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2019/2020/2021/2022	thought:85 thoughts:16
201	1605	idea	aɪˈdɪə	n.	主意,意见,打算,想法	100	14	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	idea:71 ideas:29
202	1840	love	lʌv	n. vt.	爱；热爱;很喜欢	100	13	2008/2009/2010/2011/2013/2015/2016/2017/2018/2019/2020/2021/2022	love:67 loved:26 loves:7
203	2033	next	nekst	adj. adv. n.	最近的，紧挨着的，隔壁的；下一次 ad. 随后，然后，下一步 n. 下一个人（东西	100	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	next:100
204	2408	provide	prəˈvaɪd	vt.	提供	100	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	provides:28 provide:28 provided:28 providing:16
205	1708	job	dʒɔb	n.	（一份）工作	98	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	job:63 jobs:35
206	1972	mother	ˈmʌðə(r)	n.	母亲	98	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	mother:86 mothers:12
207	2479	reading	ʃɜːt	n.	阅读；朗读	98	10	2008/2010/2011/2012/2013/2014/2016/2018/2019/2020	reading:98
208	2548	report	rɪˈpɔːt	n. v.	报道，报告	98	13	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	report:52 reported:25 reports:21
209	168	animal	ˈænɪm(ə)l	n.	动物	97	14	2008/2009/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	animals:63 animal:34
210	1994	music	ˈmjuːzɪk	n.	音乐，乐曲	97	11	2010/2011/2012/2013/2014/2015/2016/2017/2018/2021/2022	music:97
211	3529	write	raɪt	v.	(wrote, written) v. 写，书写；写作，著述	97	13	2008/2009/2010/2011/2013/2014/2016/2017/2018/2019/2020/2021/2022	write:56 written:24 wrote:17
212	2029	never	ˈnevə(r)	adv.	决不，从来没有	96	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	never:96
213	2483	really	ˈrɪəlɪ	adv.	真正地；到底；确实	96	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021	really:96
214	734	company	ˈkʌmpənɪ	n.	公司	95	12	2008/2010/2011/2013/2014/2015/2016/2017/2019/2020/2021/2022	company:56 companies:39
215	1221	far	fɑː(r)	adj. adv.	(farther, farthest 或further , furthest) a.& ad. 远的；远地	95	12	2010/2011/2012/2013/2014/2015/2016/2017/2019/2020/2021/2022	far:63 further:24 farther:6 fares:2
216	2385	probably	ˈprɔbəb(ə)lɪ	adv.	很可能，大概	95	13	2008/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	probably:95
217	1960	money	ˈmʌnɪ	n.	钱；货币	94	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	money:94
218	2211	pay	peɪ	v. n.	(paid, paid) v. 付钱，给…报酬 n. 工资；P.E.(缩) =physical education	94	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	pay:54 paid:19 paying:18 pays:3
219	1050	during	ˈdjʊərɪŋ; (US) ˈdʊərɪŋ	prep.	在…期间；在…过程中	93	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	during:93
220	2739	share	ʃeə(r)	vt.	分享，共同使用	93	11	2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	share:42 sharing:24 shared:20 shares:7
221	1121	enough	ɪˈnʌf	n. adj. adv.	足够；充足 a. 足够；充分的 ad. 足够地；充分地	92	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	enough:92
222	1211	fall	fɔːl	n.	（美）秋季	91	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	fall:46 fell:17 falling:14 falls:8
223	3312	university	juːnɪˈvɜːsɪtɪ	n.	大学	91	10	2010/2011/2013/2014/2015/2016/2017/2018/2020/2022	university:77 universities:14
224	1301	fly	ˈfluːənt	n.	飞行；苍蝇；fly (flew, flown	90	10	2010/2011/2012/2013/2014/2015/2016/2017/2020/2022	flying:46 fly:26 flew:10 flies:8
225	2588	right	raɪt	n. adj. adv.	权利 a.对,正确的 ad. 正确地,恰恰,完全地 a. 右,右边的	89	14	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	right:89
226	2947	stay	steɪ	n. vi.	停留，逗留，呆	89	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	stay:57 staying:20 stayed:12
227	1110	end	end	n. v.	末尾；终点；结束 v. 结束，终止	88	14	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	end:60 ended:15 ends:13
228	1944	minute	ˈmɪnɪt	n.	分钟;一会儿，瞬间	88	12	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2021	minutes:78 minute:10
229	1073	easy	ˈiːzɪ	adj.	容易的，不费力的	87	13	2008/2010/2011/2012/2013/2015/2016/2017/2018/2019/2020/2021/2022	easy:75 easier:8 easiest:4
230	2558	research	rɪˈsɜːtʃ	n.	研究，调查	87	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	research:72 researcher:13 researched:2
231	3623	spend	spend	v.	花费（钱、时间）；度过	87	14	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	spend:46 spent:22 spending:15 spends:4
232	509	building	ˈbɪldɪŋ	n.	建筑物；房屋；大楼	86	14	2008/2009/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	building:58 buildings:28
233	1038	drink	drɪŋk	n.	饮料；喝酒 ；drink(drank,drunk	86	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	drinks:49 drink:24 drinking:12 drank:1
234	1786	left	left	adj. adv. n.	左边的 ad.向左 n.左,左边	86	13	2008/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	left:86
235	402	big	bɪɡ	adj.	大的	84	12	2008/2010/2011/2012/2013/2014/2015/2016/2018/2019/2020/2021	big:84
236	2720	service	ˈsɜːvɪs	n.	服务	84	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2022	services:47 service:37
237	2871	someone	ˈsʌmwʌn	pron.	某一个人	84	14	2008/2009/2010/2011/2012/2013/2014/2015/2017/2018/2019/2020/2021/2022	someone:84
238	2961	stop	stɔp	n. v.	停；（停车）站 v. 停，停止，阻止	84	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021	stop:56 stopped:20 stops:7 stopping:1
239	3187	today	təʊst	adv. n.	今天;现在,当前	84	14	2008/2009/2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	today:84
240	643	China	ˈtʃaɪnə	n.	* n. 中国	83	13	2009/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	china:83
241	945	develop	dɪˈveləp	v. vt.	（使）发展；（使）发达；（使）发育；开发 vt. 冲洗（照片	83	13	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021	develop:44 developed:19 developing:17 develops:3
242	1822	living	ˈlɪvɪŋ	adj. n.	活着的 n. 生计	83	13	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	living:83
243	2036	night	naɪt	n.	夜；夜间	83	12	2008/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2022	night:77 nights:6
244	1485	hand	hænd	n. v.	手；指针 v. 递；给；交付 交上；交进	82	14	2008/2009/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	hand:38 hands:32 handed:9 handing:3
245	1498	hard	hɑːd	adv. adj.	努力地；使劲；猛烈地 a.硬的；困难的；艰难的	82	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	hard:74 harder:6 harding:2
246	2810	skill	skiː	n.	技能，技巧	82	13	2008/2009/2010/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	skills:65 skill:17
247	2877	soon	sʌn	adv.	不久,很快,一会儿	82	13	2008/2009/2010/2012/2013/2014/2015/2017/2018/2019/2020/2021/2022	soon:79 sooner:3
248	935	design	dɪˈzaɪn	n. vt.	设计，策划 图案，图样，样式	81	12	2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	design:35 designed:19 designs:15 designing:6
249	1538	here	hɪə(r)	adv.	这里，在这里；向这里	80	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	here:80
250	3087	teacher	ˈtiːtʃə(r)	n.	教师，教员	80	14	2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	teacher:47 teachers:33
251	3396	wait	weɪt	vi.	等，等候	80	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	wait:32 waiting:32 waited:10 waits:6
252	3545	yourself	jɔːˈself; (US) jʊərˈself	pron.	你自己	80	12	2008/2009/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021	yourself:80
253	1668	interest	ˈɪntrəst	n.	兴趣，趣味;利息	79	14	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2021/2022	interest:42 interested:33 interests:4
254	1992	museum	mjuːˈzɪəm	n.	博物馆，博物院	79	9	2010/2012/2013/2014/2015/2017/2018/2020/2022	museum:54 museums:25
255	861	culture	ˈkʌltʃə(r)	n.	文化	78	13	2008/2009/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2022	culture:44 cultures:34
256	1739	kind	kaɪnd	n. adj.	种;类 a. 善良,友好的	78	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	kind:61 kinds:17
257	2091	offer	ˈɔfə(r); (US) ɔːfər	n. vt.	提供；建议	78	12	2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	offer:36 offers:24 offering:10 offered:8
258	2360	present	ˈprez(ə)nt	adj. n. vt.	出现的，出席的 n. 礼物，赠品 vt. 呈奉，奉送	78	13	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2022	present:41 presents:17 presented:9 presenting:6
259	990	discover	dɪˈskʌvə(r)	vt.	发现	77	13	2008/2010/2011/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	discover:39 discovered:34 discovering:2 discovers:2
260	1017	dog	dɔɡ; (US) dɔːɡ	n.	狗	77	6	2010/2016/2018/2019/2020/2022	dog:38 dogs:38 dogged:1
261	1162	example	ɪɡˈzɑːmp(ə)l; (US) ɪɡˈzæmpl	n.	例子；榜样	77	13	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020	example:59 examples:18
262	1471	guide	ɡaɪd	n.	向导，导游者	77	11	2010/2011/2012/2013/2014/2015/2017/2018/2019/2020/2022	guide:41 guided:19 guides:15 guiding:2
263	1825	local	ˈləʊk(ə)l	adj.	当地的；地方的	77	10	2010/2014/2015/2016/2017/2018/2019/2020/2021/2022	local:68 locals:9
264	1963	month	mʌnθ	n.	月，月份	77	13	2008/2009/2010/2011/2013/2014/2015/2016/2017/2018/2019/2020/2022	months:46 month:31
265	3605	phone	fəʊn	n. v.	电话，电话机；打电话	77	11	2008/2009/2010/2011/2014/2016/2018/2019/2020/2021/2022	phone:63 phones:14
266	2574	return	rɪˈtɜːn	v.	归还	77	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	return:29 returned:26 returning:13 returns:9
267	3188	together	təʊst	adv.	一起，共同	77	13	2008/2009/2010/2011/2012/2013/2015/2017/2018/2019/2020/2021/2022	together:77
268	223	area	ˈeərɪə	n.	面积；地域，地方，区域；范围，领域	76	13	2008/2009/2010/2011/2012/2014/2015/2016/2017/2019/2020/2021/2022	area:40 areas:36
269	1411	girl	ɡɜːl	n.	女孩；give (gave, given	76	12	2009/2010/2011/2012/2014/2015/2016/2018/2019/2020/2021/2022	girls:43 girl:33
270	2855	social	ˈsəʊʃ(ə)l	adj.	社会的；社交的	76	12	2008/2009/2012/2014/2015/2016/2017/2018/2019/2020/2021/2022	social:76
271	3571	choose	tʃuːz	vt.	选择	75	12	2008/2010/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	choose:40 chose:14 chosen:8 choosing:8
272	1328	form	fɔːm	n.	表格；形式；结构	75	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	form:40 forms:19 formed:12 forming:4
273	3034	sure	ʃʊə(r)	adj. adv.	确信，肯定 ad. (口语)的确，一定，当然	75	12	2008/2010/2011/2012/2013/2016/2017/2018/2019/2020/2021/2022	sure:75
274	3088	team	tiːm	n.	队，组	75	10	2010/2014/2015/2016/2017/2018/2019/2020/2021/2022	team:69 teams:6
275	3434	week	wiːk	n.	星期，周	75	11	2009/2011/2014/2015/2016/2017/2018/2019/2020/2021/2022	week:52 weeks:23
276	1763	large	lɑːdʒ	adj.	大的；巨大的	74	13	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2022	large:74
277	1968	morning	ˈmɔːnɪŋ	n.	早晨，上午	74	10	2010/2012/2014/2015/2016/2017/2018/2020/2021/2022	morning:62 mornings:12
278	3415	watch	wɔtʃ	vt. n.	观看，注视；当心，注意 n. 手表，表	74	15	2008/2009/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	watch:45 watching:16 watched:10 watches:3
279	3510	works	wɜːks	n.	著作，作品	74	14	2008/2010/2011/2012/2013/2014/2015/2016/2017/2018/2019/2020/2021/2022	works:74
280	302	baby	ˈbeɪbɪ	n.	婴儿	73	10	2008/2009/2010/2013/2015/2016/2017/2018/2021/2022	baby:42 babies:31
281	457	both	bəʊθ	adj. pron.	两；双 pron. 两者；双方	73	12	2008/2009/2010/2012/2013/2014/2016/2017/2018/2020/2021/2022	both:71 bother:2
282	672	class	klɑːs; (US) klæs	n.	（学校的）班；年级；课	73	11	2009/2010/2012/2013/2015/2016/2017/2018/2019/2020/2021	class:58 classes:15
283	903	decide	dɪˈsaɪd	v.	决定；下决心	73	12	2010/2011/2012/2013/2014/2016/2017/2018/2019/2020/2021/2022	decided:43 decide:23 deciding:7
284	1631	increase	ɪnˈkriːs	v. n.	增加，繁殖	73	11	2008/2010/2011/2012/2013/2014/2015/2017/2018/2019/2021	increase:32 increasing:15 increases:13 increased:13
